condition_id,work_mj_m3,loading_angle_deg,mirrored,cpfem_sigma11_mpa,cpfem_sigma22_mpa,scaled_sigma11_mpa,scaled_sigma22_mpa,cpfem_radius_mpa,predicted_radius_mpa
TS298,5.0,120,True,-96.53622,-307.02225,-90.78722833657366,-288.73824886823417,321.8597412109375,302.6921275524139
TS298,5.0,140,False,-184.49887,52.289967,-194.3397072974141,55.079019624193045,192.01278686523438,202.25440294973302
TS298,5.0,140,True,184.49887,-52.289967,194.3397072974141,-55.079019624193045,192.01278686523438,202.25440294973302
TS298,5.0,160,False,-238.87973,-25.764019,-242.6387354789323,-26.16944096100237,240.26516723632812,244.04597392108928
TS298,5.0,160,True,238.87973,25.764019,242.6387354789323,26.16944096100237,240.26516723632812,244.04597392108928
TS298,10.0,0,False,271.50586,145.73883,272.706656898935,146.3833933811308,308.47662353515625,309.84093211006126
TS298,10.0,0,True,-271.50586,-145.73883,-272.706656898935,-146.3833933811308,308.47662353515625,309.84093211006126
TS298,10.0,20,False,256.4574,300.21448,243.8248314856114,285.42652696136065,395.0421142578125,375.5831453435572
TS298,10.0,20,True,-256.4574,-300.21448,-243.8248314856114,-285.42652696136065,395.0421142578125,375.5831453435572
TS298,10.0,40,False,241.12233,342.3148,221.91618413876006,315.04835819321596,418.84698486328125,385.48451575963276
TS298,10.0,40,True,-241.12233,-342.3148,-221.91618413876006,-315.04835819321596,418.84698486328125,385.48451575963276
TS298,10.0,60,False,225.98262,365.5758,210.47462228021786,340.48825710485374,429.868408203125,400.3688020200458
TS298,10.0,60,True,-225.98262,-365.5758,-210.47462228021786,-340.48825710485374,429.868408203125,400.3688020200458
TS298,10.0,80,False,204.62344,377.35327,192.5701661040692,355.1254044200101,429.314453125,404.0258317872033
TS298,10.0,80,True,-204.62344,-377.35327,-192.5701661040692,-355.1254044200101,429.314453125,404.0258317872033
TS298,10.0,100,False,172.16576,380.91302,169.0801693691868,374.0862174716298,418.0457458496094,410.5534428699409
TS298,10.0,100,True,-172.16576,-380.91302,-169.0801693691868,-374.0862174716298,418.0457458496094,410.5534428699409
TS298,10.0,120,False,109.94229,347.05527,104.64677606729263,330.3388998233872,364.0610046386719,346.52553105139685
TS298,10.0,120,True,-109.94229,-347.05527,-104.64677606729263,-330.3388998233872,364.0610046386719,346.52553105139685
TS298,10.0,140,False,-209.50015,57.335495,-222.9293275042118,61.010759860893174,217.45840454101562,231.39771443823525
TS298,10.0,140,True,209.50015,-57.335495,222.9293275042118,-61.010759860893174,217.45840454101562,231.39771443823525
TS298,10.0,160,False,-270.62076,-29.048996,-276.1167619837816,-29.63894829945723,272.1757507324219,277.7033328216993
TS298,10.0,160,True,270.62076,29.048996,276.1167619837816,29.63894829945723,272.1757507324219,277.7033328216993
